Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Jason Smith,NOH,77,331,241,36,26,32,0,53,0,0,0,0,505.5,6.56
Aaron Gray,NOH,41,129,171,16,11,12,0,32,0,0,2,0,267.5,6.52
Semih Erden,CLE,41,163,118,20,15,24,0,34,0,0,0,0,263.5,6.43
Keith Bogans,CHI,82,359,148,101,38,9,90,41,0,0,0,0,526.5,6.42
Nikola Pekovic,MIN,65,359,193,27,18,35,0,91,0,0,1,0,415.5,6.39
Gordon Hayward,UTA,72,388,139,81,30,19,35,70,0,0,0,0,459.5,6.38
Jared Jeffries,NYK,42,74,116,36,31,17,2,21,0,0,0,0,265.0,6.31
Anthony Carter,NYK,33,110,51,69,27,6,12,39,0,0,0,0,208.0,6.3
Solomon Jones,IND,39,139,113,30,12,22,0,35,0,0,0,0,245.5,6.29
Johan Petro,NJN,77,273,212,44,34,34,0,46,0,0,0,0,482.5,6.27
Dan Gadzuric,NJN,42,118,135,14,13,29,0,29,0,0,0,0,263.0,6.26
Jeremy Lin,GSW,29,76,34,42,33,9,1,18,0,0,0,0,180.5,6.22
Jason Maxiell,DET,57,237,173,17,24,21,0,44,0,0,0,0,354.5,6.22
Terrence Williams,HOU,21,106,51,38,9,0,6,33,0,0,0,0,130.0,6.19
Zabian Dowdell,PHX,24,121,20,51,20,2,3,29,0,0,0,0,148.0,6.17
Brian Cook,LAC,40,193,96,15,12,11,34,25,0,0,1,0,246.5,6.16
Sundiata Gaines,NJN,24,111,38,42,16,1,9,27,0,0,0,0,147.0,6.12
Alexis Ajinca,TOR,34,143,78,10,11,19,12,18,0,0,0,0,207.5,6.1
Craig Smith,LAC,48,258,117,31,16,7,0,33,0,0,0,0,290.0,6.04
Pooh Jeter,SAC,62,255,70,162,29,2,6,51,0,0,0,0,373.5,6.02
Jermaine Taylor,SAC,34,223,62,32,14,5,14,46,0,0,0,0,204.5,6.01
Dahntay Jones,IND,45,283,65,33,20,7,14,31,0,0,0,0,269.5,5.99
Carlos Arroyo,BOS,64,310,103,125,21,1,31,60,0,0,0,0,382.5,5.98
Daequan Cook,OKC,43,239,72,20,14,1,65,17,0,0,0,0,257.0,5.98
Troy Murphy,BOS,35,109,113,23,15,3,5,20,0,0,0,0,209.0,5.97
DeShawn Stevenson,DAL,72,383,106,77,21,5,94,44,0,0,0,0,429.5,5.97
Ike Diogu,LAC,36,207,115,2,3,3,0,22,0,0,1,0,211.5,5.88
Timofey Mozgov,DEN,45,163,121,15,15,25,0,35,0,0,1,0,263.5,5.86
Brandan Wright,NJN,37,141,89,12,11,17,0,14,0,0,1,0,214.5,5.8
Henry Walker,NYK,61,298,122,34,21,6,59,37,0,0,0,0,351.5,5.76
Larry Owens,WAS,12,40,15,8,9,5,6,5,0,0,0,0,69.0,5.75
Joel Przybilla,CHA,36,64,145,13,5,15,0,29,0,0,0,0,201.0,5.58
Gary Forbes,DEN,63,326,116,49,23,6,19,46,0,0,0,0,349.5,5.55
Rasual Butler,CHI,47,222,77,27,8,15,46,24,0,0,0,0,260.0,5.53
Patty Mills,POR,64,353,51,109,27,1,47,62,0,0,0,0,354.0,5.53
Rodney Carney,MEM,27,127,48,11,12,5,17,16,0,0,0,0,149.0,5.52
Leon Powe,MEM,30,158,63,7,10,4,0,12,0,0,0,0,165.0,5.5
Acie Law,GSW,51,215,63,84,32,0,6,43,0,0,0,0,278.5,5.46
Ben Uzoh,NJN,42,158,61,69,13,8,3,25,0,0,0,0,227.5,5.42
Jeremy Evans,UTA,49,178,97,24,17,17,0,19,0,0,0,0,259.0,5.29
Joey Graham,CLE,39,202,84,18,6,7,9,28,0,0,0,0,205.5,5.27
Jawad Williams,CLE,26,104,48,22,9,3,13,16,0,0,0,0,136.5,5.25
Danny Green,SAS,8,41,15,2,2,1,7,5,0,0,0,0,42.0,5.25
DeSagana Diop,CHA,16,20,40,7,4,15,0,11,0,0,0,0,84.0,5.25
Damien Wilkins,ATL,52,180,90,41,27,9,2,21,0,0,0,0,273.0,5.25
Derrick Brown,NYK,49,185,99,33,20,10,5,35,0,0,0,0,252.0,5.14
Earl Clark,ORL,42,163,101,9,8,18,0,28,0,0,0,0,215.5,5.13
Kosta Koufos,DEN,50,160,130,7,10,25,0,31,0,0,0,0,256.0,5.12
Tony Battie,PHI,38,100,99,12,5,15,2,12,0,0,0,0,190.0,5.0
Kevin Seraphin,WAS,58,154,152,10,17,28,0,42,0,0,0,0,287.0,4.95
Jamaal Magloire,MIA,18,35,61,3,4,2,0,5,0,0,0,0,88.5,4.92
Greivis Vasquez,MEM,70,249,73,151,22,4,25,70,0,0,0,0,343.0,4.9
Lazar Hayward,MIN,42,160,70,28,12,7,17,19,0,0,0,0,205.5,4.89
Cartier Martin,WAS,52,209,74,18,18,6,39,16,0,0,0,0,248.0,4.77
Chris Johnson,POR,14,33,32,3,3,9,0,10,0,0,0,0,65.5,4.68
Melvin Ely,DEN,30,69,74,14,4,11,0,14,0,0,0,0,138.5,4.62
Michael Redd,MIL,10,44,8,12,2,1,4,4,0,0,0,0,46.0,4.6
Jeff Adrien,GSW,23,57,58,10,4,5,0,9,0,0,0,0,105.5,4.59
Hilton Armstrong,ATL,53,92,131,14,18,21,2,28,0,0,0,0,242.0,4.57
Roger Mason Jr.,NYK,26,75,43,20,6,2,16,6,0,0,0,0,118.5,4.56
Ronnie Price,UTA,59,197,61,56,42,5,20,55,0,0,0,0,264.5,4.48
Ian Mahinmi,DAL,56,173,120,8,14,15,0,25,0,0,1,0,248.5,4.44
Jason Williams,MEM,27,54,30,52,11,1,10,18,0,0,0,0,120.0,4.44
Matt Carroll,CHA,54,235,68,23,17,6,17,23,0,0,0,0,240.0,4.44
Jon Brockman,MIL,63,136,184,18,14,3,0,24,0,0,0,0,280.0,4.44
Josh Powell,ATL,54,224,135,22,5,5,0,53,0,0,0,0,236.0,4.37
Stephen Graham,NJN,59,198,123,40,14,1,5,38,0,0,0,0,256.5,4.35
David Andersen,NOH,40,134,84,13,5,9,8,22,0,0,0,0,174.0,4.35
Trey Johnson,LAL,8,34,7,11,1,1,1,5,0,0,0,0,34.5,4.31
Ish Smith,MEM,43,101,47,79,18,2,3,34,0,0,0,0,184.0,4.28
Brian Cardinal,DAL,56,145,59,40,24,7,42,17,0,0,0,0,237.5,4.24
Hamed Haddadi,MEM,31,75,68,5,2,13,0,11,0,0,1,0,130.5,4.21
Chris Duhon,ORL,51,125,52,118,16,2,13,61,0,0,0,0,214.0,4.2
Garrett Temple,CHA,24,57,23,32,11,6,10,23,0,0,0,0,99.5,4.15
Lance Stephenson,IND,12,37,18,21,4,0,0,16,0,0,0,0,49.5,4.12
Francisco Elson,UTA,62,134,115,33,21,14,0,32,0,0,0,0,253.0,4.08
DJ Mbenga,NOH,41,59,86,6,6,27,0,21,0,0,0,0,166.5,4.06
Xavier Henry,MEM,38,165,37,18,11,3,2,13,0,0,0,0,153.5,4.04
Eduardo Najera,CHA,31,69,44,20,11,6,11,13,0,0,0,0,125.0,4.03
Dominique Jones,DAL,18,42,25,19,5,3,0,10,0,0,0,0,71.0,3.94
James Anderson,SAS,26,94,23,18,3,6,18,13,0,0,0,0,102.0,3.92
Quincy Pondexter,NOH,66,188,88,28,17,10,18,16,0,0,0,0,257.0,3.89
Juwan Howard,MIA,57,139,122,23,10,4,0,25,0,0,0,0,217.5,3.82
Jason Collins,ATL,49,96,102,22,9,9,1,26,0,0,0,0,182.5,3.72
Sasha Pavlovic,BOS,31,76,32,16,10,7,12,12,0,0,0,0,114.0,3.68
Craig Brackins,PHI,3,8,4,1,1,0,0,0,0,0,0,0,11.0,3.67
Kyrylo Fesenko,UTA,53,106,108,18,4,16,0,25,0,0,0,0,194.0,3.66
Devin Ebanks,LAL,20,62,27,2,4,5,2,6,0,0,0,0,73.0,3.65
Von Wafer,BOS,58,184,49,35,18,5,18,20,0,0,0,0,211.0,3.64
Cole Aldrich,OKC,18,18,35,4,5,7,0,8,0,0,0,0,64.0,3.56
Renaldo Balkman,NYK,8,16,7,2,4,2,1,1,0,0,0,0,28.5,3.56
Darnell Jackson,SAC,59,187,94,14,12,3,3,23,0,0,0,0,210.0,3.56
Etan Thomas,ATL,13,32,23,2,1,4,0,5,0,0,0,0,46.0,3.54
Steve Novak,SAS,30,104,28,3,1,5,26,4,0,0,0,0,104.0,3.47
Willie Warren,LAC,19,37,12,27,6,0,5,8,0,0,0,0,64.0,3.37
Lester Hudson,WAS,11,18,5,17,4,1,4,7,0,0,0,0,36.0,3.27
Mustafa Shakur,WAS,22,51,22,25,5,3,1,18,0,0,0,0,71.0,3.23
Luke Walton,LAL,54,91,67,62,9,4,8,31,0,0,0,0,173.5,3.21
Charlie Bell,GSW,19,32,18,13,6,1,6,6,0,0,0,0,58.0,3.05
Malik Allen,ORL,18,23,32,4,1,4,0,3,0,0,0,0,54.5,3.03
Armon Johnson,POR,38,110,36,45,5,1,5,38,0,0,0,0,112.5,2.96
Byron Mullens,OKC,13,25,24,0,2,3,0,8,0,0,0,0,38.5,2.96
Hasheem Thabeet,HOU,47,53,75,4,9,16,0,17,0,0,0,0,138.5,2.95
Theo Ratliff,LAL,10,2,13,3,2,5,0,3,0,0,0,0,28.0,2.8
Chris Quinn,SAS,41,81,25,42,5,1,11,12,0,0,0,0,113.0,2.76
Mike Harris,HOU,4,8,5,1,0,1,0,1,0,0,0,0,11.0,2.75
Jerry Stackhouse,MIA,7,12,7,3,0,2,1,2,0,0,0,0,18.5,2.64
Ime Udoka,SAS,20,14,19,13,8,1,0,5,0,0,0,0,52.0,2.6
Garret Siler,PHX,21,45,28,3,1,4,0,10,0,0,0,0,53.5,2.55
Pape Sy,ATL,3,7,3,2,1,0,0,3,0,0,0,0,7.5,2.5
Sean Marks,POR,29,45,40,4,3,5,2,11,0,0,0,0,72.5,2.5
Maurice Ager,MIN,4,15,2,1,1,0,3,4,0,0,0,0,10.0,2.5
Derrick Caracter,LAL,41,81,43,7,4,10,0,19,0,0,0,0,99.5,2.43
Luke Babbitt,POR,24,36,30,6,2,2,3,8,0,0,1,0,56.5,2.35
Marcus Banks,TOR,3,6,1,3,1,0,0,2,0,0,0,0,7.0,2.33
DaJuan Summers,DET,22,74,12,2,3,1,9,13,0,0,0,0,50.5,2.3
Antonio Daniels,PHI,4,6,5,2,0,0,0,1,0,0,0,0,9.0,2.25
Royal Ivey,OKC,25,41,16,7,6,1,7,5,0,0,0,0,56.0,2.24
Quinton Ross,NJN,36,57,30,10,3,6,0,7,0,0,0,0,79.5,2.21
Joe Smith,LAL,16,8,21,4,0,4,0,5,0,0,0,0,32.0,2.0
Solomon Alabi,TOR,12,6,14,2,2,2,0,3,0,0,0,0,24.0,2.0
Avery Bradley,BOS,31,52,17,12,9,0,0,16,0,0,0,0,57.0,1.84
Brian Scalabrine,CHI,18,20,8,6,3,4,0,5,0,0,0,0,33.0,1.83
DeMarre Carroll,HOU,12,10,8,4,1,1,0,0,0,0,0,0,21.0,1.75
Pops Mensah-Bonsu,NOH,7,2,11,2,0,0,0,2,0,0,0,0,12.0,1.71
Ronald Dupree,TOR,3,2,3,1,0,0,0,0,0,0,0,0,5.0,1.67
Darius Songaila,PHI,10,16,10,2,0,0,0,4,0,0,0,0,16.0,1.6
Hamady Ndiaye,WAS,16,14,7,0,2,5,0,3,0,0,0,0,25.0,1.56
Orien Greene,NJN,3,3,0,1,1,0,0,0,0,0,0,0,4.5,1.5
Fabricio Oberto,POR,5,7,7,0,0,0,0,3,0,0,0,0,7.5,1.5
Morris Peterson,OKC,4,4,3,1,0,0,0,0,0,0,0,0,6.0,1.5
Marcus Cousin,UTA,4,4,3,0,0,1,0,1,0,0,0,0,6.0,1.5
Jarron Collins,POR,28,19,24,2,4,1,0,7,0,0,0,0,38.5,1.38
Jason Kapono,PHI,24,16,11,4,2,1,1,2,0,0,0,0,27.5,1.15
Sherron Collins,CHA,20,17,5,8,2,0,2,4,0,0,0,0,22.5,1.12
Bobby Simmons,SAS,2,0,0,2,0,0,0,0,0,0,0,0,2.0,1.0
Dexter Pittman,MIA,2,2,3,0,0,0,0,2,0,0,0,0,2.0,1.0
John Lucas III,CHI,2,2,0,1,0,0,0,0,0,0,0,0,2.0,1.0
Patrick Ewing,NOH,7,3,2,2,0,1,0,1,0,0,0,0,6.5,0.93
Antoine Wright,SAC,7,2,3,0,1,0,0,1,0,0,0,0,5.0,0.71
Andy Rautins,NYK,5,8,1,3,1,0,1,7,0,0,0,0,3.5,0.7
Brian Skinner,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hassan Whiteside,SAC,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gani Lawal,PHX,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
