Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Brian Cardinal,MIN,64,190,142,76,37,13,30,48,0,0,0,0,380.0,5.94
Rob Kurz,GSW,40,157,81,20,14,19,15,16,0,0,0,0,237.0,5.92
Chuck Hayes,HOU,71,91,250,42,34,19,0,25,0,0,0,0,418.5,5.89
Devin Brown,NOH,63,328,119,54,32,5,28,54,0,0,0,0,371.0,5.89
Shawne Williams,DAL,15,42,46,2,2,9,1,5,0,0,0,0,86.5,5.77
Joe Alexander,MIL,59,278,115,42,15,29,16,52,0,0,0,0,340.0,5.76
Sean Marks,NOH,60,192,187,14,7,33,2,35,0,0,0,0,343.0,5.72
Arron Afflalo,DET,74,363,134,44,28,13,43,43,0,0,0,0,420.0,5.68
Sean Williams,NJN,33,80,79,13,7,29,0,20,0,0,0,0,184.0,5.58
James Jones,MIA,40,169,62,20,12,14,33,12,0,0,0,0,223.0,5.58
Quinton Ross,MEM,68,265,126,47,32,14,33,36,0,0,0,0,378.0,5.56
Antonio Daniels,NOH,74,300,77,177,26,1,22,62,0,0,0,0,407.0,5.5
JJ Hickson,CLE,62,245,165,9,14,30,0,45,0,0,0,0,339.5,5.48
Josh Powell,LAL,60,250,176,27,9,17,0,51,0,0,0,0,329.0,5.48
Brent Barry,HOU,56,208,94,78,24,3,49,48,0,0,0,0,306.5,5.47
DJ Mbenga,LAL,23,61,31,9,10,24,0,13,0,0,0,0,125.5,5.46
DeMarcus Nelson,GSW,13,53,24,13,9,2,0,15,0,0,0,0,70.5,5.42
Kris Humphries,TOR,29,114,70,10,8,6,0,8,0,0,0,0,157.0,5.41
Roko Ukic,TOR,72,301,75,153,30,2,11,60,0,0,0,0,388.0,5.39
Paul Davis,LAC,27,107,67,12,10,3,0,13,0,0,0,0,145.5,5.39
Morris Peterson,NOH,43,191,84,16,15,2,33,15,0,0,0,0,231.0,5.37
Channing Frye,POR,63,263,140,24,17,16,11,29,0,0,0,0,338.0,5.37
Matt Harpring,UTA,63,277,123,28,29,9,0,29,0,0,0,0,336.5,5.34
Malik Hairston,SAS,15,50,28,13,6,7,0,12,0,0,0,0,80.0,5.33
Devean George,DAL,43,147,78,15,23,11,22,17,0,0,0,0,228.5,5.31
Josh McRoberts,IND,33,80,74,16,12,16,0,12,0,0,1,0,175.0,5.3
Bobby Brown,MIN,68,361,52,117,21,3,45,63,0,0,0,0,357.0,5.25
Jerry Stackhouse,DAL,10,42,17,12,4,1,3,9,0,0,0,0,52.5,5.25
Etan Thomas,WAS,26,80,66,6,3,18,0,18,0,0,0,0,136.0,5.23
Darius Miles,MEM,34,120,57,17,11,20,1,21,0,0,0,0,175.5,5.16
Eduardo Najera,NJN,27,79,67,19,10,4,5,18,0,0,0,0,138.0,5.11
Ryan Hollins,DAL,45,143,97,7,7,32,0,24,0,0,0,0,229.5,5.1
Donyell Marshall,PHI,25,94,40,15,4,5,25,6,0,0,0,0,126.5,5.06
Stephen Graham,IND,52,282,96,33,10,4,20,45,0,0,0,0,263.0,5.06
Hamed Haddadi,MEM,19,48,47,8,1,12,0,9,0,0,0,0,96.0,5.05
Fabricio Oberto,SAS,54,142,142,59,7,11,0,38,0,0,0,0,270.0,5.0
Dee Brown,PHX,19,46,29,36,10,0,7,17,0,0,0,0,94.5,4.97
Chris Douglas-Roberts,NJN,44,216,50,52,12,7,3,31,0,0,0,0,218.5,4.97
Sean May,CHA,24,93,69,10,5,4,1,26,0,0,1,0,119.0,4.96
Robin Lopez,PHX,60,189,118,8,11,41,0,28,0,0,0,0,296.5,4.94
Malik Rose,OKC,38,130,96,36,10,3,0,36,0,0,0,0,187.0,4.92
Anthony Tolliver,SAS,19,52,41,17,5,1,9,7,0,0,0,0,93.5,4.92
Greg Buckner,MEM,63,155,130,57,29,8,13,38,0,0,0,0,307.0,4.87
Solomon Jones,ATL,63,188,142,15,7,34,1,27,0,0,0,0,306.5,4.87
Adonal Foyle,ORL,10,17,26,1,0,8,0,3,0,0,0,0,48.5,4.85
Kyrylo Fesenko,UTA,21,49,37,4,7,15,0,9,0,0,1,0,101.5,4.83
Bruce Bowen,SAS,80,214,145,40,36,13,42,25,0,0,0,0,386.0,4.83
Dorell Wright,MIA,6,18,20,2,2,0,0,6,0,0,0,0,29.0,4.83
Malik Allen,MIL,49,156,103,35,7,12,0,20,0,0,0,0,234.0,4.78
Quincy Douby,TOR,27,115,32,25,5,5,14,13,0,0,0,0,128.5,4.76
Oleksiy Pecherov,WAS,32,116,76,2,6,3,14,10,0,0,0,0,151.0,4.72
Stromile Swift,PHX,19,62,46,3,4,8,1,16,0,0,1,0,89.5,4.71
Mouhamed Sene,NYK,6,20,14,0,1,3,0,4,0,0,0,0,28.0,4.67
Donte Greene,SAC,55,209,86,30,16,14,26,37,0,0,0,0,256.5,4.66
Tyronn Lue,ORL,44,183,46,60,8,0,27,23,0,0,0,0,204.0,4.64
Mark Blount,MIA,20,79,41,4,1,7,11,14,0,0,0,0,92.0,4.6
Marko Jaric,MEM,53,136,65,74,29,11,11,49,0,0,0,0,243.5,4.59
Gerald Green,DAL,38,199,54,15,10,5,14,33,0,0,1,0,173.5,4.57
Jason Collins,MIN,31,57,70,11,9,13,0,12,0,0,0,0,141.5,4.56
Austin Croshere,SAS,14,40,34,9,1,1,5,6,0,0,0,0,63.5,4.54
Adam Morrison,LAL,52,209,80,41,9,4,32,32,0,0,0,0,235.5,4.53
Walter Herrmann,DET,59,224,107,22,7,4,41,17,0,0,0,0,266.5,4.52
Jerome James,NYK,2,6,3,0,1,1,0,1,0,0,0,0,9.0,4.5
Juwan Howard,CHA,42,173,76,26,7,6,0,26,0,0,0,0,188.5,4.49
Jermareo Davidson,GSW,14,42,34,1,2,3,0,5,0,0,1,0,62.0,4.43
Anthony Roberson,CHI,29,119,22,20,10,1,26,8,0,0,0,0,128.5,4.43
Jerryd Bayless,POR,53,228,57,78,16,2,7,56,0,0,0,0,232.5,4.39
Shannon Brown,LAL,48,202,44,38,22,7,14,38,0,0,0,0,210.0,4.38
Brian Scalabrine,BOS,39,136,50,18,7,10,24,12,0,0,0,0,170.0,4.36
Eddie Gill,MIL,6,14,4,11,3,1,2,5,0,0,0,0,26.0,4.33
Royal Ivey,PHI,71,211,76,43,36,7,39,23,0,0,0,0,307.0,4.32
Ryan Bowen,NOH,21,47,24,9,14,5,0,5,0,0,0,0,89.5,4.26
Chucky Atkins,OKC,33,98,24,59,10,2,15,23,0,0,0,0,140.5,4.26
Melvin Ely,NOH,31,97,64,18,2,9,0,23,0,0,0,0,129.5,4.18
Ike Diogu,SAC,29,119,56,3,3,3,1,12,0,0,2,0,121.0,4.17
Maceo Baston,IND,27,67,52,7,6,10,0,12,0,0,0,0,112.5,4.17
Yakhouba Diawara,MIA,63,213,82,27,13,6,51,16,0,0,0,0,263.0,4.17
Lindsey Hunter,CHI,28,73,12,37,20,1,16,19,0,0,0,0,116.5,4.16
Acie Law,ATL,55,162,58,86,11,3,9,29,0,0,0,0,228.5,4.15
Nazr Mohammed,CHA,39,104,79,8,5,16,0,23,0,0,0,0,158.0,4.05
Kenny Thomas,SAC,8,6,15,1,6,1,0,1,0,0,0,0,32.0,4.0
Desmon Farmer,SAS,3,13,6,2,0,0,3,4,0,0,0,0,12.0,4.0
Steven Hill,OKC,1,2,3,0,0,0,0,0,0,0,0,0,4.0,4.0
Patrick O'Bryant,TOR,39,101,66,11,6,19,0,22,0,0,0,0,155.5,3.99
Marcus Banks,TOR,22,56,18,28,11,2,3,14,0,0,0,0,87.5,3.98
Alando Tucker,PHX,30,138,31,12,5,1,8,14,0,0,0,0,114.0,3.8
Matt Carroll,DAL,55,164,69,27,21,6,13,33,0,0,0,0,205.5,3.74
Jason Hart,DEN,39,78,46,48,12,4,0,22,0,0,0,0,143.0,3.67
Chris Mihm,LAL,18,36,34,10,1,6,0,10,0,0,0,0,66.0,3.67
Morris Almond,UTA,25,92,36,7,4,4,5,16,0,0,0,0,91.5,3.66
Jacque Vaughn,SAS,30,65,22,55,6,0,1,15,0,0,0,0,107.0,3.57
Alex Acker,LAC,25,72,24,12,5,4,7,7,0,0,0,0,86.5,3.46
Cartier Martin,CHA,33,86,33,13,8,4,10,9,0,0,0,0,109.0,3.3
Gabe Pruitt,BOS,47,93,43,39,15,3,14,19,0,0,0,0,152.5,3.24
Darnell Jackson,CLE,51,98,87,8,10,4,0,14,0,0,0,0,158.0,3.1
Cheikh Samb,NYK,18,15,24,1,3,10,0,3,0,0,0,0,55.5,3.08
Sean Singletary,CHA,37,90,35,29,11,0,10,23,0,0,0,0,113.0,3.05
Blake Ahearn,SAS,3,8,1,2,1,0,2,1,0,0,0,0,9.0,3.0
Courtney Sims,NYK,2,6,4,0,0,0,0,1,0,0,0,0,6.0,3.0
Andre Brown,CHA,4,4,12,1,1,0,0,5,0,0,0,0,12.0,3.0
Othello Hunter,ATL,16,22,24,1,2,5,0,2,0,0,0,0,48.0,3.0
Calvin Booth,SAC,8,16,11,0,1,2,0,1,0,0,0,0,24.0,3.0
Jeremy Richardson,ORL,12,37,14,3,0,0,6,3,0,0,0,0,35.5,2.96
Henry Walker,BOS,29,88,29,13,6,2,0,18,0,0,0,0,84.0,2.9
Lorenzen Wright,CLE,17,23,25,3,4,5,0,9,0,0,0,0,48.5,2.85
Speedy Claxton,ATL,2,5,0,3,0,0,0,0,0,0,0,0,5.5,2.75
Dwayne Jones,CHA,6,12,12,0,0,1,0,4,0,0,0,0,16.0,2.67
Alexis Ajinca,CHA,31,70,30,3,7,6,0,12,0,0,0,0,82.0,2.65
Brian Cook,HOU,30,74,32,5,3,3,13,13,0,0,0,0,79.5,2.65
Kareem Rush,PHI,25,54,15,15,5,1,10,10,0,0,0,0,64.0,2.56
Mario West,ATL,53,43,56,19,18,4,1,13,0,0,0,0,128.0,2.42
Jarron Collins,UTA,26,40,37,7,2,1,0,9,0,0,0,0,61.0,2.35
Shavlik Randolph,POR,10,18,18,0,0,1,1,6,0,0,0,0,23.5,2.35
Cedric Simmons,SAC,18,29,16,2,1,4,0,2,0,0,0,0,40.5,2.25
Jake Voskuhl,TOR,38,35,59,8,3,4,0,17,0,0,0,0,81.5,2.14
Demetris Nichols,NYK,4,7,2,1,0,1,0,0,0,0,0,0,8.5,2.12
Tarence Kinsey,CLE,50,102,38,10,12,0,7,22,0,0,0,0,104.5,2.09
Damon Jones,MIL,18,33,6,7,3,0,11,6,0,0,0,0,35.0,1.94
Thomas Gardner,ATL,16,24,7,2,4,1,4,3,0,0,0,0,30.0,1.88
Michael Ruffin,POR,11,6,11,0,3,1,0,2,0,0,0,0,20.0,1.82
Maurice Ager,NJN,20,34,10,3,1,2,0,4,0,0,0,0,32.0,1.6
James White,HOU,4,7,0,1,1,1,1,3,0,0,0,0,6.0,1.5
Eddy Curry,NYK,3,5,4,0,0,0,0,2,0,0,0,0,4.5,1.5
Linton Johnson,CHI,10,9,8,2,1,0,1,2,0,0,0,0,15.0,1.5
Walter Sharpe,DET,8,8,3,0,0,2,0,0,0,0,0,0,11.0,1.38
Mark Madsen,MIN,19,6,18,4,1,1,0,3,0,0,0,0,26.0,1.37
Randolph Morris,ATL,23,18,20,2,2,1,0,7,0,0,0,0,30.0,1.3
Hassan Adams,TOR,12,11,7,1,1,1,0,4,0,0,0,0,13.5,1.12
Sonny Weems,DEN,12,19,4,3,1,0,0,6,0,0,0,0,12.5,1.04
Jawad Williams,CLE,10,12,2,0,1,0,2,1,0,0,0,0,10.0,1.0
Marcus Williams,SAS,2,4,0,0,0,0,0,0,0,0,0,0,2.0,1.0
Joey Dorsey,HOU,3,2,1,1,0,0,0,0,0,0,0,0,3.0,1.0
J.R. Giddens,BOS,6,4,3,0,1,0,0,1,0,0,0,0,6.0,1.0
Sun Sun,LAL,10,6,0,2,1,1,0,3,0,0,0,0,6.0,0.6
Trey Johnson,CLE,4,4,1,0,0,0,0,1,0,0,0,0,2.0,0.5
Nathan Jawai,TOR,6,2,2,0,0,0,0,2,0,0,0,0,1.0,0.17
Martell Webster,POR,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
